movieId,imdbId,tmdbId
1223,104361,530
1225,86879,279
1230,75686,703
1234,70735,9277
1247,61722,37247
1249,100263,9322
1255,92610,9964
1258,81505,694
1282,32455,756
1284,38355,910
1288,88258,11031
1307,98635,639
1566,119282,11970
1635,119349,68924
1639,118842,2255
1688,118617,9444
1907,120762,10674
1952,64665,3116
1953,67116,1051
1957,82158,9443
2010,17136,19
2078,61852,9325
2080,48280,10340
2087,46183,10693
2102,19422,53565
2116,77869,123
2138,78480,11837
2186,44079,845
2300,63462,30197
2324,118799,637
2360,154420,309
2394,120794,9837
2396,138097,1934
2687,120855,37135
2761,129167,10386
2973,97123,11562
3022,17925,961
3067,95675,4203
3072,93565,2039
3077,164312,20565
3081,162661,2668
3083,185125,99
3203,97162,10493
3246,104797,1883
3260,104454,8293
3265,104684,11782
48,114148,10530
1777,120888,11003
105,112579,688
596,32910,10895
1380,77631,621
2657,73629,36685
3897,181875,786
362,110213,10714
720,118114,503475
838,116191,3573
2144,88128,15144
2724,163187,4806
2908,171804,226
2968,81633,36819
3210,83929,13342
3863,209958,8843
1111,117040,9305
1281,32553,914
3034,70608,11886
3147,120689,497
5618,245429,129
6863,332379,1584
7254,289879,1954
7669,112130,164721
8645,390221,436
33166,375679,1640
35836,405422,6957
40339,371606,9982
40629,414387,4348
45517,317219,920
47099,454921,1402
50872,382932,2062
51086,481369,3594
53125,449088,285
55721,861739,7347
58559,468569,155
59315,371746,1726
59784,441773,9502
60069,910970,10681
63082,1010048,12405
63859,397892,13053
64969,1068680,10201
68157,361748,16869
68954,1049413,14160
71033,1305806,25376
71899,978762,24238
72356,1425244,24480
72641,878804,22881
73017,988045,10528
76093,892769,10191
78105,473075,9543
78499,435761,10193
79091,1323594,20352
79132,1375666,27205
80463,1285016,37799
81591,947798,44214
81845,1504320,45269
81847,398286,38757
83803,1620446,40619
84152,1219289,51876
85342,1555149,47931
85736,1334585,13413
86298,1436562,46195
86504,405455,167966
86880,1298650,1865
86882,1605783,59436
86911,1411697,45243
87485,1284575,52449
87520,1399103,38356
87869,1499658,51540
87876,1216475,49013
88405,1632708,50544
89745,848228,24428
90647,448694,58423
90746,983193,17578
91126,1568911,57212
91529,1345836,49026
92259,1675434,77338
93831,1605630,71552
94777,1409024,41154
95167,1217209,62177
95201,1859650,81836
95311,1245104,13042
95313,455565,13932
95377,479113,13933
95441,1637725,72105
95510,948470,1930
95543,1667889,57800
95654,131409,13929
95720,1298649,80035
95858,248808,13930
97304,1024648,68734
97913,1772341,82690
97921,1045658,82693
97938,454876,87827
98491,2388725,140420
99114,1853728,68718
101142,481499,49519
102686,1951261,109439
102716,1905041,82992
102903,1670345,75656
103042,770828,49521
103141,1453405,62211
103249,816711,72190
103335,1690953,93456
103384,1210819,57201
105844,2024544,76203
106487,1951264,101299
106696,2294629,109445
106782,993846,106646
108932,1490017,137106
108983,1957945,83564
109374,2278388,120467
109487,816692,157336
112175,1646971,82702
112552,2582802,244786
112852,2015381,118340
114935,2397535,206487
115617,2245084,177572
116797,2084970,205596
116897,3011894,265195
117529,369610,135397
122882,1392190,76341
122904,1431045,293660
134853,2096673,150540
138702,3689498,293299
139385,1663202,281957
142488,1895587,314365
152081,2948356,269149
160718,5613056,399106
166024,2654430,367412
177765,2380307,354912
365,107426,1689
673,117705,2300
1194,78446,11455
1197,93779,2493
1267,56218,982
2023,99674,242
2431,129290,10312
3006,140352,9008
3267,104815,9367
3556,159097,1443
3723,99726,10264
3993,180073,10876
5009,248667,8489
5991,299658,1574
6773,286244,9662
6870,327056,322
7371,276919,553
8368,304141,673
34405,379786,16320
40583,365737,231
40815,330373,674
41566,363771,411
44555,405094,582
44665,425210,186
48738,455590,1523
51540,443706,1949
54001,373889,675
59369,936501,8681
64620,870111,11499
67255,1132620,15472
69844,417741,767
70286,1136608,17654
72226,432283,10315
73321,1037705,20504
74458,1130884,11324
75985,1053424,31867
76251,1250777,23483
78039,1120985,46705
79695,1320253,27578
81834,926084,12444
85414,945513,45612
85510,978764,23629
86190,993842,50456
86345,1421373,45523
86377,927619,24447
88125,1201607,12445
89804,1124035,10316
90600,1614989,70670
90866,970179,44826
91485,1764651,76163
91500,1392170,70160
91535,1194173,49040
91542,1515091,58574
91630,1229238,56292
92535,2112999,80379
93840,1259521,22970
96079,1074638,37724
96610,1276104,59967
98809,903624,49051
98961,1790885,97630
99112,790724,75780
100745,2608732,50275
17,114388,4584
203,114682,9090
207,114887,9560
215,112471,76
222,112679,22625
225,109635,8984
232,111797,10451
235,109707,522
237,113097,10525
249,110116,13701
252,110099,11777
265,103994,18183
272,110428,11318
282,110638,1945
294,114113,63020
300,110932,11450
303,114214,12106
417,109219,16771
468,112966,10612
477,108551,15765
22,112722,1710
112,113326,33542
196,114508,9348
230,109642,11929
234,109758,18395
342,110598,236
345,109045,2759
357,109831,712
497,107616,11971
508,107818,9800
540,108162,867
543,108174,10442
585,112572,9066
9,114576,9091
15,112760,1408
64,118002,19760
71,113010,11859
78,112744,27526
79,116731,9623
81,114660,400
86,118158,10534
89,113972,2086
132,113451,11863
168,113071,6520
188,114194,11980
195,114496,18402
200,114666,79593
209,114928,31611
210,114938,65796
213,111579,50797
229,109579,10531
236,113117,397
251,113360,32631
257,113501,9061
259,113552,6071
276,110516,8986
289,110737,9058
305,110907,3586
347,104779,10497
351,109484,10464
360,110093,10879
373,105226,10427
374,110989,11011
376,110997,8987
383,111756,12160
384,112443,40480
393,111301,11667
416,109198,11853
422,109297,26203
428,106489,1607
431,106519,6075
436,109456,2124
451,106926,18551
453,106941,9024
459,109890,2087
464,107076,2019
482,110265,507
487,110353,22317
489,107478,12121
490,107497,2246
502,110657,11231
504,110678,10447
507,107808,9559
519,107978,5550
521,107983,2088
532,111127,11592
533,111143,8850
535,108122,695
544,108238,11074
547,111323,17585
548,111400,9057
553,108358,11969
561,110259,85247
603,112606,30528
618,118001,46029
628,117381,1592
667,112536,25087
691,117104,40001
692,117688,29621
694,117774,20762
704,117420,9103
707,117107,10990
708,117979,8866
726,116827,46063
737,115624,11867
748,115571,10547
761,117331,9826
782,116277,9566
839,115986,10546
854,51980,116690
861,104558,11134
886,115783,10723
990,117011,10861
996,116830,9333
1004,116421,9625
1064,115491,11238
1081,84865,12614
1083,59243,11575
1084,61418,475
1129,82340,1103
1135,81375,10765
1161,78875,659
1201,60196,429
1209,64116,335
1218,97202,10835
1227,87843,311
1245,100150,379
1251,56801,422
1252,71315,829
1266,105695,33
1347,87800,377
1359,116705,9279
1382,100114,10173
2019,47478,346
3798,161081,2655
599,65214,576
922,43014,599
930,38787,303
1237,50976,490
3730,71360,592
46530,348150,1452
107,117110,10874
262,113670,19101
940,29843,10907
953,38650,1585
1012,50798,22660
1013,55277,19186
1023,63819,81310
1031,66817,12335
1035,59742,15121
1588,119190,10603
1894,120828,6068
2125,120631,9454
2565,49408,16520
3271,105046,9609
3396,79588,11176
277,110527,10510
1231,86197,9549
1292,78841,10322
1965,87995,13820
3361,94812,287
1881,120800,18937
1911,118998,3050
1073,67992,252
1120,117318,1630
1268,100436,8428
1297,89886,14370
1371,79945,152
1373,98382,172
2005,89218,9340
2043,52722,18887
2143,89469,11976
2297,120889,12159
2420,87538,1885
2455,91064,9426
2521,71110,27932
2581,151738,11355
2735,91129,10136
3175,177789,926
3450,107050,11520
3671,71230,11072
3686,99582,1551
3699,88172,9663
4467,96764,14506
7743,89114,9872
8591,87910,10606
45447,382625,591
47610,443543,1491
48043,414993,1381
48385,443453,496
49278,453467,7551
54259,486655,2270
58347,472160,7985
6942,314331,508
84374,1411238,41630
1333,56869,571
2395,128445,11545
3421,77975,8469
194,114478,10149
412,106226,10436
493,107554,9516
529,108065,14291
663,116768,18414
1097,83866,601
1250,50212,826
1272,66206,11202
1285,97493,2640
1302,97351,2323
1304,64115,642
2371,89155,9749
2529,63442,871
2677,186508,11779
2804,85334,850
3098,87781,11393
3129,158371,9684
3225,186975,10472
3266,103905,10086
3360,91217,5693
3471,75860,840
3770,87175,24099
3852,234853,20438
1246,97165,207
6711,335266,153
7451,377092,10625
8533,332280,11036
40819,358273,69
45720,458352,350
69757,1022603,19913
72998,499549,19995
80549,1282140,37735
84954,1385826,38050
86833,1478338,55721
88810,1454029,50014
94959,1748122,83666
96821,1659337,84892
111759,1631867,137113
111921,2582846,222935
112556,2267998,210577
115713,470752,264660
122886,2488496,140607
134130,3659388,286217
140174,3170832,264644
148626,1596363,318846
152017,2674426,296096
948,49261,1712
1367,115433,11674
2427,120863,8741
2826,120657,1911
3654,54953,10911
3785,175142,4247
3991,211181,10481
5026,237534,6312
8983,385004,9550
48304,472043,1579
58293,443649,7840
65514,1220719,14756
74789,1014759,12155
82095,1564585,42684
85131,1217613,44943
94018,1440129,44833
1130,82533,11298
1261,92991,765
1345,74285,7340
1387,73195,578
1982,77651,948
1994,84516,609
1997,70047,9552
2118,85407,11336
2288,84787,1091
3160,175880,334
3499,100157,1700
3911,218839,13785
4027,190590,134
4105,83907,764
4641,162346,1548
4848,166924,1018
4865,120681,768
5065,265349,2637
5673,272338,8051
5902,268126,2757
6502,289043,170
6620,305206,2771
7293,343660,1824
7387,77402,923
8910,356721,1599
30810,362270,421
31658,347149,4935
34048,407304,74
34437,412019,308
61132,942385,7446
61323,887883,4944
71535,1156398,19908
79702,446029,22538
84772,1092026,39513
88118,1334553,66195
88129,780504,64690
103341,1213663,107985
115149,2911666,245891
115569,2872718,242582
122912,4154756,299536
140267,4263482,310131
143657,2400463,306947
175303,1396484,346364
175569,5362988,395834
177593,5027774,359940
1276,61512,903
2321,120789,2657
2583,126250,9465
2788,66765,9267
3174,125664,1850
3176,134119,1213
3386,102138,820
4082,92618,10937
247,110005,1024
407,113409,2654
899,45152,872
900,43278,2769
914,58385,11113
1028,58331,433
1797,120661,21736
1949,60665,874
2137,70016,15171
2263,96073,11082
2550,57129,11772
2692,130827,104
2699,99052,6488
2856,59297,28295
3044,101669,11498
3273,134084,4234
3408,195685,462
3476,99871,2291
3483,138749,10501
3512,122459,2621
3526,98067,1552
3534,191754,10468
3535,144084,1359
3536,171433,4967
3594,210616,10560
3786,179116,20770
3886,161216,18153
3956,160484,10383
3967,249462,71
3968,230030,1636
3973,229260,11531
4014,241303,392
4023,218967,5994
4062,95690,11191
4063,105165,2613
4066,95348,17006
4067,108451,26333
4069,209475,2018
4090,92695,19933
4091,92718,12919
4103,92965,10110
4109,93036,15658
4124,93300,580
4125,93405,24828
4127,93418,36914
4128,93437,1547
4130,93476,2608
4132,93493,10019
4133,93507,11649
1204,56172,947
1408,104691,9361
1556,120179,1639
1573,119094,754
1681,119707,9823
1707,119303,9714
2582,105399,18764
3257,103855,619
3438,100758,1498
4815,252501,11313
5039,82288,848
5055,106770,10423
5612,280380,9039
7007,102266,9319
3791,87277,1788
4310,213149,676
4814,260866,12103
441,106677,9571
783,116583,10545
909,53604,284
1042,117887,9591
1060,117802,10218
1289,85809,11314
1394,93822,378
2064,98213,1779
2354,134067,14444
2580,139239,9430
2686,120802,14283
2694,142342,9032
2859,88178,24128
3159,120910,49948
3468,54997,990
3504,74958,10774
4054,206275,9816
4370,212720,644
4720,230600,1933
5325,275309,1282
5377,276751,245
5669,310793,1430
5684,145937,21925
6001,85794,262
6218,286499,455
7247,62803,11708
7263,349825,14292
7484,65780,132
8128,92593,1786
8957,387564,176
8984,349903,163
27879,388888,1843
30793,367594,118
39183,388795,142
39446,432348,215
42723,450278,1690
45722,383574,58
46970,415306,9718
48877,489270,214
52973,478311,4964
53123,907657,5723
53894,386032,2359
56805,841046,6575
58303,813547,7862
60766,1155592,14048
61024,910936,10189
61236,1185616,8885
63113,830515,10764
63131,430922,15373
64614,1205489,13223
64839,1125849,12163
67734,1091722,16614
68237,1182345,17431
68358,796366,13475
69122,1119646,18785
69481,887912,12162
69640,1152836,11322
72011,1193138,22947
77455,1587707,39452
81932,964517,45317
82459,1403865,44264
915,47437,6620
928,32976,223
933,48728,381
950,25878,3529
963,41509,40206
965,26029,260
969,43265,488
1011,71607,10869
1030,76538,11114
1183,116209,409
1212,41959,1092
1224,97499,10705
1228,81398,1578
1248,52311,1480
1254,40897,3090
1262,57115,5925
1278,72431,3034
1293,83987,783
1438,118928,9619
1619,120102,978
1674,90329,9281
1711,119668,8197
1912,120780,1389
1939,36868,887
1942,41113,25430
1944,45793,11426
1947,55614,1725
1956,81283,16619
2018,34492,3170
2067,59113,907
2146,90060,11557
2289,105151,10403
2336,127536,4518
2403,83944,1368
2404,95956,1370
2671,125439,509
2807,176269,10366
2871,68473,10669
2919,86617,11541
3062,56197,9289
3093,67411,29005
3157,164912,10137
3196,46359,632
3198,70511,5924
3296,62376,25934
3334,40506,11016
3362,72890,968
3384,72251,8333
3418,103074,1541
3508,75029,10747
3519,77572,17339
3543,83833,13776
3624,184894,8584
3633,64757,668
3681,59578,938
3682,70355,10648
3735,70666,9040
3741,69762,3133
3769,72288,8348
3836,65938,11589
3871,46303,3110
